0.000000000000000000e+00,2.716055199338805792e+00,1.648514163759427387e+00,1.010146956167121246e+01,9.856513280518839792e+00,1.010940977819047326e+01,7.069509363818727188e+00,7.186175063777203498e+00,7.031893245980896268e+00,1.287636422825007720e+01
2.716055199338805792e+00,0.000000000000000000e+00,2.189370597999189538e+00,1.012801457242829528e+01,9.860417163979183997e+00,1.011140627890801724e+01,7.377690706788869512e+00,7.528802078304309475e+00,7.391806093624467167e+00,1.284854661676105181e+01
1.648514163759427387e+00,2.189370597999189538e+00,0.000000000000000000e+00,1.007443166837783366e+01,9.820203425649710383e+00,1.007352079808313583e+01,7.213688602805172323e+00,7.340313097457022096e+00,7.192216811718165737e+00,1.283877277645618875e+01
1.010146956167121246e+01,1.012801457242829528e+01,1.007443166837783366e+01,0.000000000000000000e+00,2.839096685838551792e+00,2.624943244739351034e+00,1.206206240028837051e+01,1.201978746028985334e+01,1.191156502118582416e+01,8.179996936005057506e+00
9.856513280518839792e+00,9.860417163979183997e+00,9.820203425649710383e+00,2.839096685838551792e+00,0.000000000000000000e+00,2.249153652994312580e+00,1.191418368172650588e+01,1.188388429507852706e+01,1.177487449976883838e+01,8.344503261134848415e+00
1.010940977819047326e+01,1.011140627890801724e+01,1.007352079808313583e+01,2.624943244739351034e+00,2.249153652994312580e+00,0.000000000000000000e+00,1.212301220078174246e+01,1.209201438719250099e+01,1.198483218079067214e+01,8.039874632939604027e+00
7.069509363818727188e+00,7.377690706788869512e+00,7.213688602805172323e+00,1.206206240028837051e+01,1.191418368172650588e+01,1.212301220078174246e+01,0.000000000000000000e+00,2.426142118076524579e+00,2.627640735718485221e+00,1.454496389499225018e+01
7.186175063777203498e+00,7.528802078304309475e+00,7.340313097457022096e+00,1.201978746028985334e+01,1.188388429507852706e+01,1.209201438719250099e+01,2.426142118076524579e+00,0.000000000000000000e+00,1.610512254126398313e+00,1.452084753833910291e+01
7.031893245980896268e+00,7.391806093624467167e+00,7.192216811718165737e+00,1.191156502118582416e+01,1.177487449976883838e+01,1.198483218079067214e+01,2.627640735718485221e+00,1.610512254126398313e+00,0.000000000000000000e+00,1.443173479329988140e+01
1.287636422825007720e+01,1.284854661676105181e+01,1.283877277645618875e+01,8.179996936005057506e+00,8.344503261134848415e+00,8.039874632939604027e+00,1.454496389499225018e+01,1.452084753833910291e+01,1.443173479329988140e+01,0.000000000000000000e+00
