0.000000000000000000e+00,7.837844980016106966e+00,7.271658980125265792e+00,6.236670185617270157e+00,3.090298252306146853e+00,4.228718043871554144e+00,5.980600192450949315e+00,3.400997371818153425e+00,4.959485599779031695e+00,7.594403239455269627e+00,6.283027974876255861e+00,7.121758169784101256e+00,3.221901829496607750e+00,3.230025398172214235e+00,5.306350478589520137e+00,6.224822559630125873e+00,7.909399205894966478e+00,7.047501134435233183e+00,5.014322922037822927e+00,5.106607991742419195e+00,3.043513704009740195e+00,6.000675374940919404e+00,3.560021791839805161e+00,4.121587419030866783e+01,3.486162343357963067e+01,3.276459151464846542e+01,3.569296764014686119e+01,4.323142502493936234e+01,4.204800814134893727e+01,4.157661909697849723e+01,4.382745335527135211e+01,3.627449836799677030e+01,3.958629097432334731e+01,4.209498279463255699e+01,3.824243744412610368e+01,3.780528854661179849e+01,4.218626512079998747e+01,4.343834577628691562e+01,3.914876034546736605e+01,3.404064298272751898e+01,3.565270133768224525e+01,3.983212929825876358e+01,3.620401151356649194e+01,4.290142719620121881e+01,3.636885665913770538e+01,4.258388990755979364e+01,8.112907416761945001e+01,7.997312781544647464e+01,8.602393412843677822e+01,8.450504384267989622e+01,7.932539482996729419e+01,8.279109606217804185e+01,8.299254401105613965e+01,7.689222058713789920e+01,8.494263340832421250e+01,7.954167337302243368e+01,8.317244674822765660e+01,8.010785695694087849e+01,8.036605287122905850e+01,8.623020708623013775e+01,7.882710360953899453e+01,8.049952665901140847e+01,8.506806210114854139e+01,7.773682199849974950e+01,8.553923841764334668e+01,8.295890942859624317e+01,7.845863763520013379e+01,7.838497957170291386e+01,8.411998397812978112e+01,8.501237910681608412e+01,8.583764210729000865e+01,9.449780621605682995e+01,9.121436995956437954e+01,9.452331446554613592e+01,8.483644476584400707e+01,8.944071742914007928e+01,9.208659764181324192e+01,8.780025584741586897e+01,8.886079090175222461e+01,9.478013849218481823e+01,8.787592476822656806e+01,8.855047041134001518e+01,8.938406572791174654e+01,9.268958086224645854e+01,9.162751462465847396e+01,9.271527054641578047e+01,8.957352849797869965e+01,9.215989281575531322e+01,9.394259917141070559e+01,9.413004360622727518e+01,9.313277323710106259e+01,8.523750188638729242e+01,1.594856209848443598e+02
7.837844980016106966e+00,0.000000000000000000e+00,6.612735472289250183e+00,1.293190499735679211e+01,1.092814323232225426e+01,1.206656302388766022e+01,7.016877028686919537e+00,1.123884235183426128e+01,1.026399023640424524e+01,3.549632666784181989e+00,6.111991546978710943e+00,3.910145814674005571e+00,1.105974680951271516e+01,1.106787037818832076e+01,1.046823773206849673e+01,7.473137821986344242e+00,6.910271950406360553e+00,8.080065870432440178e+00,1.047803982649789134e+01,8.778272997159302093e+00,1.088135868402584805e+01,7.238760111447310130e+00,1.139786677185591302e+01,4.905371917032477569e+01,4.269946841359573853e+01,4.060243649466457327e+01,4.353081262016296904e+01,5.106927000495547020e+01,4.988585312136504513e+01,4.941446407699460508e+01,5.166529833528745996e+01,4.411234334801287815e+01,4.742413595433945517e+01,4.993282777464866484e+01,4.608028242414221154e+01,4.564313352662790635e+01,5.002411010081609533e+01,5.127619075630302348e+01,4.698660532548347391e+01,4.187848796274362684e+01,4.349054631769835311e+01,4.766997427827487144e+01,4.404185649358259980e+01,5.073927217621732666e+01,4.420670163915381323e+01,5.042173488757590150e+01,8.896691914763555076e+01,8.781097279546257539e+01,9.386177910845287897e+01,9.234288882269599696e+01,8.716323980998339493e+01,9.062894104219414260e+01,9.083038899107224040e+01,8.473006556715399995e+01,9.278047838834031324e+01,8.737951835303853443e+01,9.101029172824375735e+01,8.794570193695697924e+01,8.820389785124515925e+01,9.406805206624623850e+01,8.666494858955509528e+01,8.833737163902750922e+01,9.290590708116464214e+01,8.557466697851585025e+01,9.337708339765944743e+01,9.079675440861234392e+01,8.629648261521623454e+01,8.622282455171901461e+01,9.195782895814588187e+01,9.285022408683218487e+01,9.367548708730610940e+01,1.023356511960729307e+02,9.905221493958048029e+01,1.023611594455622367e+02,9.267428974586010781e+01,9.727856240915618002e+01,9.992444262182934267e+01,9.563810082743196972e+01,9.669863588176832536e+01,1.026179834722009190e+02,9.571376974824266881e+01,9.638831539135611592e+01,9.722191070792784728e+01,1.005274258422625593e+02,9.946535960467457471e+01,1.005531155264318812e+02,9.741137347799480040e+01,9.999773779577141397e+01,1.017804441514268063e+02,1.019678885862433759e+02,1.009706182171171633e+02,9.307534686640339316e+01,1.673234659648604747e+02
7.271658980125265792e+00,6.612735472289250183e+00,0.000000000000000000e+00,1.005222220840879999e+01,1.036195723243141309e+01,1.135524582141040995e+01,8.105653689654831240e+00,9.800169048567440200e+00,4.198582185595475913e+00,3.063102805505067749e+00,3.232308758030719265e+00,4.998922475641917273e+00,9.342912238746631459e+00,1.027469414749479881e+01,9.631731437992845812e+00,6.989434600013376908e+00,4.327593910146082301e+00,7.559945427549713770e+00,6.863302198069131776e+00,6.569481519562616612e+00,1.031517268413500688e+01,6.205621155168233649e+00,7.171953732378343105e+00,4.848753317043393452e+01,4.213328241370489735e+01,4.003625049477373210e+01,4.296462662027212787e+01,5.050308400506462903e+01,4.931966712147420395e+01,4.884827807710376391e+01,5.109911233539661879e+01,4.354615734812203698e+01,4.685794995444861399e+01,4.936664177475782367e+01,4.551409642425137037e+01,4.507694752673706517e+01,4.945792410092525415e+01,5.071000475641218230e+01,4.642041932559263273e+01,4.131230196285278566e+01,4.292436031780751193e+01,4.710378827838403026e+01,4.347567049369175862e+01,5.017308617632648549e+01,4.364051563926297206e+01,4.985554888768506032e+01,8.840073314774471669e+01,8.724478679557174132e+01,9.329559310856204490e+01,9.177670282280516290e+01,8.659705381009256087e+01,9.006275504230330853e+01,9.026420299118140633e+01,8.416387956726316588e+01,9.221429238844947918e+01,8.681333235314770036e+01,9.044410572835292328e+01,8.737951593706614517e+01,8.763771185135432518e+01,9.350186606635540443e+01,8.609876258966426121e+01,8.777118563913667515e+01,9.233972108127380807e+01,8.500848097862501618e+01,9.281089739776861336e+01,9.023056840872150985e+01,8.573029661532540047e+01,8.565663855182818054e+01,9.139164295825504780e+01,9.228403808694135080e+01,9.310930108741527533e+01,1.017694651961820966e+02,9.848602893968964622e+01,1.017949734456714026e+02,9.210810374596927375e+01,9.671237640926534596e+01,9.935825662193850860e+01,9.507191482754113565e+01,9.613244988187749129e+01,1.020517974723100849e+02,9.514758374835183474e+01,9.582212939146528186e+01,9.665572470803701322e+01,9.996123984237172522e+01,9.889917360478374064e+01,9.998692952654104715e+01,9.684518747810396633e+01,9.943155179588057990e+01,1.012142581515359723e+02,1.014017025863525419e+02,1.004044322172263293e+02,9.250916086651255910e+01,1.667572799649696265e+02
6.236670185617270157e+00,1.293190499735679211e+01,1.005222220840879999e+01,0.000000000000000000e+00,9.326968437923417454e+00,5.409167871347232648e+00,1.159032112450359797e+01,9.637667557435424470e+00,1.119615578539630185e+01,9.382272330572609675e+00,6.819913450378080277e+00,1.026226112148398961e+01,9.458572015113878351e+00,9.466695583789483948e+00,1.154302066420678941e+01,9.912503852859165576e+00,6.796841612086201856e+00,1.002919312948983332e+01,1.125099310765509308e+01,1.015708621190997718e+01,9.280183889627011240e+00,1.149712715081716397e+01,9.796691977457076206e+00,4.745254437592593888e+01,4.109829361919690172e+01,3.900126170026573647e+01,4.192963782576413223e+01,4.946809521055663339e+01,4.828467832696620832e+01,4.781328928259576827e+01,5.006412354088862315e+01,4.251116855361404134e+01,4.582296115994061836e+01,4.833165298024982803e+01,4.447910762974337473e+01,4.404195873222906954e+01,4.842293530641725852e+01,4.967501596190418667e+01,4.538543053108463710e+01,4.027731316834479003e+01,4.188937152329951630e+01,4.606879948387603463e+01,4.244068169918376299e+01,4.913809738181848985e+01,4.260552684475497642e+01,4.882056009317706469e+01,8.736574435323672105e+01,8.620979800106374569e+01,9.226060431405404927e+01,9.074171402829716726e+01,8.556206501558456523e+01,8.902776624779531289e+01,8.922921419667341070e+01,8.312889077275517025e+01,9.117930359394148354e+01,8.577834355863970472e+01,8.940911693384492764e+01,8.634452714255814954e+01,8.660272305684632954e+01,9.246687727184740879e+01,8.506377379515626558e+01,8.673619684462867951e+01,9.130473228676581243e+01,8.397349218411702054e+01,9.177590860326061772e+01,8.919557961421351422e+01,8.469530782081740483e+01,8.462164975732018490e+01,9.035665416374705217e+01,9.124904929243335516e+01,9.207431229290727970e+01,1.007344764016741010e+02,9.745104014518165059e+01,1.007599846511634070e+02,9.107311495146127811e+01,9.567738761475735032e+01,9.832326782743051297e+01,9.403692603303314002e+01,9.509746108736949566e+01,1.010168086778020893e+02,9.411259495384383911e+01,9.478714059695728622e+01,9.562073591352901758e+01,9.892625104786372958e+01,9.786418481027574501e+01,9.895194073203305152e+01,9.581019868359597069e+01,9.839656300137258427e+01,1.001792693570279766e+02,1.003667137918445462e+02,9.936944342271833364e+01,9.147417207200456346e+01,1.657222911704616308e+02
3.090298252306146853e+00,1.092814323232225426e+01,1.036195723243141309e+01,9.326968437923417454e+00,0.000000000000000000e+00,7.319016296177700553e+00,9.070898444757096613e+00,3.865104940580130322e+00,8.049783852085178992e+00,1.068470149176141604e+01,9.373326227182403159e+00,1.021205642209024766e+01,3.750600907154671315e+00,6.320323650478361088e+00,8.396648730895666546e+00,9.315120811936273171e+00,1.099969745820111378e+01,1.013779938674137959e+01,6.699720920532739044e+00,7.095792469584954354e+00,5.551975188435022801e+00,9.090973627247066702e+00,5.615226230189710677e+00,4.430617244261481602e+01,3.795192168588577886e+01,3.585488976695461361e+01,3.878326589245300937e+01,4.632172327724551053e+01,4.513830639365508546e+01,4.466691734928464541e+01,4.691775160757750029e+01,3.936479662030291848e+01,4.267658922662949550e+01,4.518528104693870517e+01,4.133273569643225187e+01,4.089558679891794668e+01,4.527656337310613566e+01,4.652864402859306381e+01,4.223905859777351424e+01,3.713094123503366717e+01,3.874299958998839344e+01,4.292242755056491177e+01,3.929430976587264013e+01,4.599172544850736699e+01,3.945915491144385356e+01,4.567418815986594183e+01,8.421937241992559109e+01,8.306342606775261572e+01,8.911423238074291930e+01,8.759534209498603730e+01,8.241569308227343527e+01,8.588139431448418293e+01,8.608284226336228073e+01,7.998251883944404028e+01,8.803293166063035358e+01,8.263197162532857476e+01,8.626274500053379768e+01,8.319815520924701957e+01,8.345635112353519958e+01,8.932050533853627883e+01,8.191740186184513561e+01,8.358982491131754955e+01,8.815836035345468247e+01,8.082712025080589058e+01,8.862953666994948776e+01,8.604920768090238425e+01,8.154893588750627487e+01,8.147527782400905494e+01,8.721028223043592220e+01,8.810267735912222520e+01,8.892794035959614973e+01,9.758810446836297103e+01,9.430466821187052062e+01,9.761361271785227700e+01,8.792674301815014815e+01,9.253101568144622036e+01,9.517689589411938300e+01,9.089055409972201005e+01,9.195108915405836569e+01,9.787043674449095931e+01,9.096622302053270914e+01,9.164076866364615626e+01,9.247436398021788762e+01,9.577987911455259962e+01,9.471781287696461504e+01,9.580556879872192155e+01,9.266382675028484073e+01,9.525019106806145430e+01,9.703289742371684667e+01,9.722034185853341626e+01,9.622307148940720367e+01,8.832780013869343350e+01,1.625759192371505151e+02
4.228718043871554144e+00,1.206656302388766022e+01,1.135524582141040995e+01,5.409167871347232648e+00,7.319016296177700553e+00,0.000000000000000000e+00,1.016205644004132580e+01,7.629715415689707569e+00,8.065292011379726844e+00,1.068529594357422141e+01,8.122937063379691125e+00,1.135047621365565540e+01,7.450619873368161450e+00,7.458743442043768823e+00,7.113382988297514586e+00,1.045354060350167913e+01,1.213811724976651973e+01,1.127621917830678733e+01,9.243040965909376183e+00,9.335326035613974227e+00,7.272231747881294339e+00,1.022939341881247444e+01,7.743467297303561203e+00,4.544459223418022020e+01,3.909034147745118304e+01,3.699330955852001779e+01,3.992168568401841355e+01,4.746014306881091471e+01,4.627672618522048964e+01,4.580533714085004959e+01,4.805617139914290448e+01,4.050321641186832267e+01,4.381500901819489968e+01,4.632370083850410936e+01,4.247115548799765605e+01,4.203400659048335086e+01,4.641498316467153984e+01,4.766706382015846799e+01,4.337747838933891842e+01,3.826936102659907135e+01,3.988141938155379762e+01,4.406084734213031595e+01,4.043272955743804431e+01,4.713014524007277117e+01,4.059757470300925775e+01,4.681260795143134601e+01,8.535779221149100238e+01,8.420184585931802701e+01,9.025265217230833059e+01,8.873376188655144858e+01,8.355411287383884655e+01,8.701981410604959422e+01,8.722126205492769202e+01,8.112093863100945157e+01,8.917135145219576486e+01,8.377039141689398605e+01,8.740116479209920897e+01,8.433657500081243086e+01,8.459477091510061086e+01,9.045892513010169012e+01,8.305582165341054690e+01,8.472824470288296084e+01,8.929678014502009376e+01,8.196554004237130187e+01,8.976795646151489905e+01,8.718762747246779554e+01,8.268735567907168615e+01,8.261369761557446623e+01,8.834870202200133349e+01,8.924109715068763649e+01,9.006636015116156102e+01,9.872652425992838232e+01,9.544308800343593191e+01,9.875203250941768829e+01,8.906516280971555943e+01,9.366943547301163164e+01,9.631531568568479429e+01,9.202897389128742134e+01,9.308950894562377698e+01,9.900885653605637060e+01,9.210464281209812043e+01,9.277918845521156754e+01,9.361278377178329890e+01,9.691829890611801090e+01,9.585623266853002633e+01,9.694398859028733284e+01,9.380224654185025202e+01,9.638861085962686559e+01,9.817131721528225796e+01,9.835876165009882754e+01,9.736149128097261496e+01,8.946621993025884478e+01,1.637143390287159264e+02
5.980600192450949315e+00,7.016877028686919537e+00,8.105653689654831240e+00,1.159032112450359797e+01,9.070898444757096613e+00,1.016205644004132580e+01,0.000000000000000000e+00,8.637713625661154637e+00,6.817893714650359982e+00,5.528997542189533654e+00,8.091356422384063052e+00,3.106731214012913966e+00,9.202502021947557509e+00,8.691113947189744948e+00,6.392363979037375188e+00,6.669723221325252638e+00,9.719098872492338614e+00,6.486747355088706257e+00,4.153173702176705007e+00,7.496739765295172830e+00,8.996281685552553142e+00,6.882222067300611812e+00,9.540621984290755364e+00,4.719647438275961804e+01,4.084222362603058087e+01,3.874519170709941562e+01,4.167356783259781139e+01,4.921202521739031255e+01,4.802860833379988748e+01,4.755721928942944743e+01,4.980805354772230231e+01,4.225509856044772050e+01,4.556689116677429752e+01,4.807558298708350719e+01,4.422303763657705389e+01,4.378588873906274870e+01,4.816686531325093767e+01,4.941894596873786583e+01,4.512936053791831625e+01,4.002124317517846919e+01,4.163330153013319546e+01,4.581272949070971379e+01,4.218461170601744215e+01,4.888202738865216901e+01,4.234945685158865558e+01,4.856449010001074384e+01,8.710967436007040021e+01,8.595372800789742485e+01,9.200453432088772843e+01,9.048564403513084642e+01,8.530599502241824439e+01,8.877169625462899205e+01,8.897314420350708986e+01,8.287282077958884940e+01,9.092323360077516270e+01,8.552227356547338388e+01,8.915304694067860680e+01,8.608845714939182869e+01,8.634665306368000870e+01,9.221080727868108795e+01,8.480770380198994474e+01,8.648012685146235867e+01,9.104866229359949159e+01,8.371742219095069970e+01,9.151983861009429688e+01,8.893950962104719338e+01,8.443923782765108399e+01,8.436557976415386406e+01,9.010058417058073132e+01,9.099297929926703432e+01,9.181824229974095886e+01,1.004784064085077802e+02,9.719497015201532975e+01,1.005039146579970861e+02,9.081704495829495727e+01,9.542131762159102948e+01,9.806719783426419212e+01,9.378085603986681917e+01,9.484139109420317482e+01,1.007607386846357684e+02,9.385652496067751827e+01,9.453107060379096538e+01,9.536466592036269674e+01,9.867018105469740874e+01,9.760811481710942417e+01,9.869587073886673068e+01,9.555412869042964985e+01,9.814049300820626343e+01,9.992319936386165580e+01,1.001106437986782254e+02,9.911337342955201279e+01,9.121810207883824262e+01,1.654662211772952958e+02
3.400997371818153425e+00,1.123884235183426128e+01,9.800169048567440200e+00,9.637667557435424470e+00,3.865104940580130322e+00,7.629715415689707569e+00,8.637713625661154637e+00,0.000000000000000000e+00,6.976803496827354678e+00,9.130219170731251666e+00,6.567860290536721379e+00,8.098814711490120999e+00,6.622899201314760731e+00,4.303588649095709151e+00,8.707347850407673562e+00,7.489441927995996728e+00,1.131039657771312079e+01,1.044849850625338661e+01,4.484539923484449631e+00,3.230687529004824032e+00,6.444511075827893620e+00,7.136701188857863087e+00,4.003431950044488374e+00,4.461687156212681771e+01,3.826262080539778765e+01,3.616558888646662240e+01,3.909396501196501106e+01,4.663242239675751932e+01,4.544900551316709425e+01,4.497761646879665420e+01,4.722845072708950909e+01,3.967549573981492017e+01,4.298728834614149719e+01,4.549598016645070686e+01,4.164343481594426066e+01,4.120628591842995547e+01,4.558726249261813734e+01,4.683934314810507260e+01,4.254975771728551592e+01,3.744164035454566886e+01,3.905369870950039513e+01,4.323312667007691346e+01,3.960500888538464892e+01,4.630242456801937578e+01,3.976985403095585525e+01,4.598488727937794351e+01,8.453007153943759988e+01,8.337412518726462451e+01,8.942493150025492810e+01,8.790604121449804609e+01,8.272639220178544406e+01,8.619209343399619172e+01,8.639354138287428952e+01,8.029321795895604907e+01,8.834363078014236237e+01,8.294267074484058355e+01,8.657344412004580647e+01,8.350885432875902836e+01,8.376705024304720837e+01,8.963120445804828762e+01,8.222810098135714441e+01,8.390052403082955834e+01,8.846905947296669126e+01,8.113781937031789937e+01,8.894023578946149655e+01,8.635990680041439305e+01,8.185963500701828366e+01,8.178597694352106373e+01,8.752098134994793099e+01,8.841337647863423399e+01,8.923863947910815853e+01,9.789880358787497983e+01,9.461536733138252941e+01,9.792431183736428579e+01,8.823744213766215694e+01,9.284171480095822915e+01,9.548759501363139179e+01,9.120125321923401884e+01,9.226178827357037449e+01,9.818113586400296811e+01,9.127692214004471793e+01,9.195146778315816505e+01,9.278506309972989641e+01,9.609057823406460841e+01,9.502851199647662384e+01,9.611626791823393035e+01,9.297452586979684952e+01,9.556089018757346309e+01,9.734359654322885547e+01,9.753104097804542505e+01,9.653377060891921246e+01,8.863849925820544229e+01,1.628866183566625239e+02
4.959485599779031695e+00,1.026399023640424524e+01,4.198582185595475913e+00,1.119615578539630185e+01,8.049783852085178992e+00,8.065292011379726844e+00,6.817893714650359982e+00,6.976803496827354678e+00,0.000000000000000000e+00,7.261684991100543662e+00,7.166932548937415604e+00,6.353844421730239667e+00,5.144330053151155546e+00,6.076111961899323788e+00,1.026583607836855094e+01,2.790852414417900995e+00,8.526176095741558214e+00,6.138917225461807625e+00,2.664720012473655419e+00,6.008286075592122799e+00,6.680078550938482351e+00,6.128474547272815265e+00,2.973371546782866748e+00,4.617535979008769687e+01,3.982110903335865970e+01,3.772407711442749445e+01,4.065245323992589022e+01,4.819091062471839138e+01,4.700749374112796630e+01,4.653610469675752626e+01,4.878693895505038114e+01,4.123398396777579933e+01,4.454577657410237634e+01,4.705446839441158602e+01,4.320192304390513272e+01,4.276477414639082753e+01,4.714575072057901650e+01,4.839783137606594465e+01,4.410824594524639508e+01,3.900012858250654801e+01,4.061218693746127428e+01,4.479161489803779261e+01,4.116349711334552097e+01,4.786091279598024784e+01,4.132834225891673441e+01,4.754337550733882267e+01,8.608855976739847904e+01,8.493261341522550367e+01,9.098341972821580725e+01,8.946452944245892525e+01,8.428488042974632322e+01,8.775058166195707088e+01,8.795202961083516868e+01,8.185170618691692823e+01,8.990211900810324153e+01,8.450115897280146271e+01,8.813193234800668563e+01,8.506734255671990752e+01,8.532553847100808753e+01,9.118969268600916678e+01,8.378658920931802356e+01,8.545901225879043750e+01,9.002754770092757042e+01,8.269630759827877853e+01,9.049872401742237571e+01,8.791839502837527220e+01,8.341812323497916282e+01,8.334446517148194289e+01,8.907946957790881015e+01,8.997186470659511315e+01,9.079712770706903768e+01,9.945729181583585898e+01,9.617385555934340857e+01,9.948280006532516495e+01,8.979593036562303610e+01,9.440020302891910831e+01,9.704608324159227095e+01,9.275974144719489800e+01,9.382027650153125364e+01,9.973962409196384726e+01,9.283541036800559709e+01,9.350995601111904421e+01,9.434355132769077557e+01,9.764906646202548757e+01,9.658700022443750299e+01,9.767475614619480950e+01,9.453301409775772868e+01,9.711937841553434225e+01,9.890208477118973462e+01,9.908952920600630421e+01,9.809225883688009162e+01,9.019698748616632145e+01,1.644451065846234030e+02
7.594403239455269627e+00,3.549632666784181989e+00,3.063102805505067749e+00,9.382272330572609675e+00,1.068470149176141604e+01,1.068529594357422141e+01,5.528997542189533654e+00,9.130219170731251666e+00,7.261684991100543662e+00,0.000000000000000000e+00,2.562358880194529398e+00,7.459778481458187116e+00,1.081630506895187693e+01,1.082442863762748431e+01,1.192136152122690973e+01,5.572643403008468610e+00,7.390696715651150051e+00,4.530433203648257745e+00,7.064571416658289138e+00,5.899531641726427189e+00,1.063791694346500982e+01,7.239572580633613086e+00,1.023505653788341085e+01,4.881027742976393569e+01,4.245602667303489852e+01,4.035899475410373327e+01,4.328737087960212904e+01,5.082582826439463020e+01,4.964241138080420512e+01,4.917102233643376508e+01,5.142185659472661996e+01,4.386890160745203815e+01,4.718069421377861516e+01,4.968938603408782484e+01,4.583684068358137154e+01,4.539969178606706635e+01,4.978066836025525532e+01,5.103274901574218347e+01,4.674316358492263390e+01,4.163504622218278683e+01,4.324710457713751310e+01,4.742653253771403143e+01,4.379841475302175979e+01,5.049583043565648666e+01,4.396325989859297323e+01,5.017829314701506149e+01,8.872347740707472497e+01,8.756753105490174960e+01,9.361833736789205318e+01,9.209944708213517117e+01,8.691979806942256914e+01,9.038549930163331680e+01,9.058694725051141461e+01,8.448662382659317416e+01,9.253703664777948745e+01,8.713607661247770864e+01,9.076684998768293156e+01,8.770226019639615345e+01,8.796045611068433345e+01,9.382461032568541270e+01,8.642150684899426949e+01,8.809392989846668343e+01,9.266246534060381634e+01,8.533122523795502445e+01,9.313364165709862164e+01,9.055331266805151813e+01,8.605304087465540874e+01,8.597938281115818882e+01,9.171438721758505608e+01,9.260678234627135907e+01,9.343204534674528361e+01,1.020922094555121049e+02,9.880877319901965450e+01,1.021177177050014109e+02,9.243084800529928202e+01,9.703512066859535423e+01,9.968100088126851688e+01,9.539465908687114393e+01,9.645519414120749957e+01,1.023745417316400932e+02,9.547032800768184302e+01,9.614487365079529013e+01,9.697846896736702149e+01,1.002839841017017335e+02,9.922191786411374892e+01,1.003096737858710554e+02,9.716793173743397460e+01,9.975429605521058818e+01,1.015370024108659806e+02,1.017244468456825501e+02,1.007271764765563375e+02,9.283190512584256737e+01,1.670800242242996205e+02
